RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
1945,917,,GoldenBoy,-2,4,6,40%,10,2023/04/04
1946,916,,Baessler,+1,13,15,46%,28,2023/03/29
1947,916,,Armless Guy Gaming,-1,13,13,50%,26,2023/04/14
1948,916,,marshalrommelfox,+1,38,45,46%,83,2023/04/16
1949,916,,Mufasa,+4,9,11,45%,20,2023/04/06
1950,915,,Morkha ||,-2,5,9,36%,14,2023/04/17
1951,915,,Steven,+2,7,9,44%,16,2023/04/08
1952,914,,black,+1,7,11,39%,18,2023/04/04
1953,914,,Bineto,-1,17,18,49%,35,2023/04/10
1954,914,,General Ho Lee phuc,+1,20,26,43%,46,2023/04/16
1955,914,,JimboJimi,+3,15,21,42%,36,2023/03/31
1956,914,,kiwisteel_95,+1,12,14,46%,26,2023/04/12
1957,913,,Lars Cloos aka Big Tasty Junge,-3,6,8,43%,14,2023/03/26
1958,913,,jycop,-1,5,10,33%,15,2023/04/09
1959,912,,CptPanic,-2,13,13,50%,26,2023/04/05
1960,912,,RC,-4,5,8,38%,13,2023/04/16
1961,912,,Hobofingers,+5,5,7,42%,12,2023/04/03
1962,912,,Protek,-4,4,7,36%,11,2023/03/26
1963,912,,Raven,+2,10,10,50%,20,2023/04/16
1964,912,,MajorMB,+1,14,18,44%,32,2023/03/31
1965,911,,Godless,+2,9,11,45%,20,2023/04/02
1966,911,,van_Sipla,-4,3,7,30%,10,2023/04/03
1967,911,,Cahir de Seren,+3,4,7,36%,11,2023/04/14
1968,911,,zelensky65,+3,14,16,47%,30,2023/04/10
1969,910,,DuskTheViking,+1,68,76,47%,144,2023/03/24
1970,909,,Tryptamine,-1,21,27,44%,48,2023/03/21
1971,909,,Sgt.DasheRRR,-3,43,47,48%,90,2023/04/15
1972,909,,Riddick,+2,10,13,43%,23,2023/04/16
1973,909,,GamblingNik,-3,5,8,38%,13,2023/04/05
1974,909,,COMRADE PUTIN,-5,7,11,39%,18,2023/03/30
1975,909,,danrylee,+1,10,14,42%,24,2023/04/10
1976,908,,Spikey115,+1,72,82,47%,154,2023/04/16
1977,907,,wotsefak?,-3,11,13,46%,24,2023/03/31
1978,907,,YourOnTheBarbie,+1,93,96,49%,189,2023/03/31
1979,907,,Hans von Glocken,-1,24,30,44%,54,2023/04/11
1980,907,,Mick,-2,6,9,40%,15,2023/04/11
1981,907,,Thibonx,-1,24,26,48%,50,2023/04/13
1982,907,,FIRSTCLASS,+2,4,6,40%,10,2023/04/12
1983,907,,Poop Juice,-2,5,8,38%,13,2023/03/23
1984,907,,Night,-5,9,12,43%,21,2023/03/30
1985,906,,PURE_FROG,-1,66,74,47%,140,2023/04/16
1986,906,,Fist of Steel,-1,9,11,45%,20,2023/04/15
1987,906,,GröFaZ,-3,12,17,41%,29,2023/04/14
1988,906,,Roxbery,+1,12,12,50%,24,2023/04/15
1989,906,,Koneg,-5,6,10,38%,16,2023/03/24
1990,906,,Steven Seagal,+1,9,14,39%,23,2023/04/17
1991,906,,mosq1234w,-1,12,15,44%,27,2023/04/05
1992,906,,childplease,+2,12,14,46%,26,2023/04/08
1993,905,,Pustynny junak,+2,13,16,45%,29,2023/04/05
1994,905,,TUSKA DA DEMON KILLA,+1,6,7,46%,13,2023/04/12
1995,905,,Théophile de Lerne,-1,18,25,42%,43,2023/04/08
1996,905,,feifeiufo,-6,4,9,31%,13,2023/04/13
1997,905,,☼ Astinus ☼,+1,13,18,42%,31,2023/04/16
1998,905,,D3LT4,+5,9,11,45%,20,2023/04/17
1999,904,,jamister911,-2,7,11,39%,18,2023/04/15
2000,904,,Moe.M,-2,6,10,38%,16,2023/04/12
2001,904,,STONEgolem,+1,21,25,46%,46,2023/04/17
2002,904,,Shikabane,+1,8,11,42%,19,2023/04/17
2003,904,,Lieutenant Guy,-2,5,9,36%,14,2023/03/27
2004,904,,국민척탄병,-1,6,8,43%,14,2023/04/01
2005,903,,Duendex,-3,8,10,44%,18,2023/04/04
2006,903,,Dubzie,+2,10,10,50%,20,2023/04/06
2007,903,,vilsaulius,+1,26,36,42%,62,2023/04/17
2008,903,,Nobody,+1,7,8,47%,15,2023/04/13
2009,903,,GTA 40K | Keykeeper,-1,7,12,37%,19,2023/03/28
2010,903,,Swedish Moose,-4,5,10,33%,15,2023/03/25
2011,903,,__++__==,+1,102,116,47%,218,2023/04/17
2012,902,,Rakke1848,-1,15,18,45%,33,2023/04/16
2013,901,,DRDOOM_NZ,+1,28,31,47%,59,2023/04/14
2014,901,,DardL,-1,4,7,36%,11,2023/04/13
2015,901,,plati2d2 (Esp),-1,4,6,40%,10,2023/04/13
2016,901,,Maximus_#3403,-1,9,10,47%,19,2023/04/09
2017,901,,nathan_ohanlon,-2,5,8,38%,13,2023/03/26
2018,901,,tomastys,+4,15,20,43%,35,2023/04/13
2019,901,,霍子,-3,8,15,35%,23,2023/04/10
2020,901,,SasquatchFelix,-5,6,9,40%,15,2023/04/16
2021,900,,Karl Birdsong,+1,8,11,42%,19,2023/04/09
2022,900,,Andy77,-1,24,25,49%,49,2023/04/06
2023,900,,Vampir,-1,8,9,47%,17,2023/04/03
2024,900,,Mc.Lame,-4,4,11,27%,15,2023/04/15
2025,900,,NotoriousLAB,+1,3,7,30%,10,2023/04/18
2026,900,,Socrates,-7,3,8,27%,11,2023/04/13
2027,900,,Wazup_de,+2,3,7,30%,10,2023/03/26
2028,900,,St. Bucko Slays the Dragon,-1,43,52,45%,95,2023/04/12
2029,900,,Markner,+1,23,25,48%,48,2023/04/15
2030,900,,496E76616C6964537472696E67,-5,3,9,25%,12,2023/03/26
2031,899,,Latrinenzombie,-1,4,8,33%,12,2023/04/06
2032,898,,Ghost,+1,13,14,48%,27,2023/04/18
2033,898,,LickLuck,+2,5,9,36%,14,2023/04/16
2034,898,,Autumn of Winter,-2,21,20,51%,41,2023/04/17
2035,897,,Harold Hoffmann,-1,9,13,41%,22,2023/04/01
2036,897,,Petrov,+1,14,17,45%,31,2023/04/07
2037,897,,Von Seltei,+2,39,41,49%,80,2023/04/04
2038,897,,Ryūk7,-3,7,9,44%,16,2023/03/21
2039,896,,Groooooo,-2,45,49,48%,94,2023/04/11
2040,896,,JohnstyPonst,-6,3,7,30%,10,2023/03/30
2041,896,,Nefretus,+1,21,23,48%,44,2023/04/15
2042,896,,Munin,-6,5,10,33%,15,2023/04/01
2043,896,,ビクトリーハウス柴田,+1,9,14,39%,23,2023/04/07
2044,895,,Khorne's Penguin,-1,5,6,45%,11,2023/03/28
2045,895,,SORN E.,-1,26,31,46%,57,2023/04/16
2046,895,,he565,+3,19,23,45%,42,2023/04/16
2047,895,,0ni,-2,4,7,36%,11,2023/03/27
2048,895,,DJ Misha,-2,30,34,47%,64,2023/04/17
2049,894,,CZECH /1st. Division,+1,7,10,41%,17,2023/03/26
2050,894,,Byakuyabo,+2,6,8,43%,14,2023/04/02
2051,894,,Painkiller,-1,39,46,46%,85,2023/04/17
2052,894,,006Horst_der_echte,+1,18,18,50%,36,2023/04/09
2053,894,,Shintao,-4,23,28,45%,51,2023/04/15
2054,894,,ritty,-5,8,15,35%,23,2023/04/17
2055,894,,Fabian,+1,7,10,41%,17,2023/04/16
2056,893,,ETALYCS,-3,5,8,38%,13,2023/03/28
2057,893,,stg44,-2,40,46,47%,86,2023/03/29
2058,893,,Kanonenvogel,+1,13,17,43%,30,2023/04/17
2059,893,,Buddhabear,-2,5,10,33%,15,2023/04/16
2060,892,,niki,-1,4,9,31%,13,2023/04/15
2061,892,,"|Oliver, der Friedliche",-2,11,15,42%,26,2023/03/30
2062,892,,舒潔衛生紙,-3,11,15,42%,26,2023/04/04
2063,892,,krokenreal,+1,6,11,35%,17,2023/04/15
2064,892,,ComradeCosmos,+1,6,8,43%,14,2023/04/10
2065,892,,huchen0103,-3,25,33,43%,58,2023/03/24
2066,891,,Sheepdogsheep,-4,6,9,40%,15,2023/04/01
2067,891,,Auld Smokey,+2,10,13,43%,23,2023/04/09
2068,891,,BRUTAL † HORDE,-3,81,86,49%,167,2023/04/15
2069,890,,Ostinato,-3,9,15,38%,24,2023/04/15
2070,890,,Indiana Jones,-1,33,36,48%,69,2023/04/17
2071,890,,Hans_Hackfresse,-3,5,7,42%,12,2023/04/06
2072,890,,Relaxaurus,-2,10,14,42%,24,2023/04/17
2073,890,,担架队,+1,11,18,38%,29,2023/04/11
2074,890,,rasta_poux,+2,4,7,36%,11,2023/04/16
2075,889,,tewnclub,+1,10,12,45%,22,2023/04/10
2076,889,,socif,-1,8,11,42%,19,2023/03/21
2077,889,,Len47,-4,18,19,49%,37,2023/04/16
2078,887,,OIDA,-5,4,7,36%,11,2023/03/22
2079,887,,Logarr,-4,6,12,33%,18,2023/03/29
2080,887,,=GULLS=Manthestars,+1,15,22,41%,37,2023/04/17
2081,887,,ARMAGEDDON_BETWEENER,-1,49,52,49%,101,2023/04/17
2082,886,,EDDIEtheEAGLE,+3,22,22,50%,44,2023/04/17
2083,886,,Al33Bundy,-1,21,27,44%,48,2023/04/08
2084,886,,tom Bradley,-2,4,7,36%,11,2023/03/25
2085,885,,nuns323,-1,3,8,27%,11,2023/04/16
2086,885,,MagicPants,-3,7,11,39%,18,2023/04/12
2087,885,,Samir22,-2,8,10,44%,18,2023/03/22
2088,885,,Tlords,+2,92,108,46%,200,2023/04/16
2089,885,,川哥指哪我打哪,-2,14,16,47%,30,2023/03/23
2090,885,,Ashoka,-1,43,51,46%,94,2023/04/16
2091,884,,Humasetu,+3,19,19,50%,38,2023/04/16
2092,884,,alex_XX29,-5,4,9,31%,13,2023/04/12
2093,884,,Cesare,-4,4,8,33%,12,2023/04/03
2094,884,,InZane iJay,+1,15,17,47%,32,2023/04/12
2095,884,,BestyBallz,-1,24,26,48%,50,2023/04/12
2096,883,,ManNoName,-5,9,15,38%,24,2023/04/16
2097,883,,edlvf3b2003,-1,8,16,33%,24,2023/04/08
2098,883,,AbLege,-1,6,9,40%,15,2023/04/06
2099,882,,Crixuz,-3,31,42,42%,73,2023/04/03
2100,882,,Deerisland,+1,48,45,52%,93,2023/04/17
2101,882,,StudioKreskiTattoo,-3,4,9,31%,13,2023/04/14
2102,882,,KidSoloDolo,-1,8,11,42%,19,2023/04/17
2103,881,,Elendil of Aldaron,-1,4,7,36%,11,2023/03/26
2104,881,,captain.pothead,-3,5,10,33%,15,2023/03/31
2105,881,,Pat,-1,10,14,42%,24,2023/03/29
2106,881,,OneX,-1,8,12,40%,20,2023/03/30
2107,881,,Schach,-2,6,11,35%,17,2023/03/31
2108,881,,Bloodraven,-4,24,29,45%,53,2023/04/15
2109,881,,memetz,-1,99,126,44%,225,2023/04/15
2110,881,,UH|ck,-4,44,52,46%,96,2023/04/17
2111,880,,connor18,-3,22,24,48%,46,2023/04/04
2112,880,,MAXICARTMAN,+1,15,22,41%,37,2023/04/01
2113,880,,Hrungner,-2,6,10,38%,16,2023/04/16
2114,880,,littleboots10,-1,15,22,41%,37,2023/04/16
2115,880,,Json,+3,11,18,38%,29,2023/03/30
2116,880,,Khârn,-2,5,9,36%,14,2023/04/05
2117,879,,<*JohnSky*>,-1,7,10,41%,17,2023/03/29
2118,879,,SureShot25x,-3,7,13,35%,20,2023/04/10
2119,879,,MatZpt,-6,8,16,33%,24,2023/04/02
2120,878,,Bint,-1,9,14,39%,23,2023/04/15
2121,878,,cruelaflood,+2,8,12,40%,20,2023/04/16
2122,878,,Lord Hon,-1,3,8,27%,11,2023/03/21
2123,878,,diegofvo,+1,16,21,43%,37,2023/04/12
2124,877,,StarTool,-5,9,15,38%,24,2023/04/10
2125,877,,MaDDo (:,+3,6,8,43%,14,2023/04/01
2126,876,,成吉思汗,+1,25,31,45%,56,2023/04/02
2127,876,,Behemonth,+1,4,8,33%,12,2023/04/12
2128,876,,CaptainProlo,-2,9,16,36%,25,2023/04/17
2129,876,,Red Bull Racing - Muscles,-2,63,73,46%,136,2023/04/17
2130,876,,Maciuś i Tatuś,-1,10,18,36%,28,2023/04/15
2131,876,,StuddlymuffinAK,+1,10,15,40%,25,2023/03/24
2132,876,,JackyChen,+1,82,97,46%,179,2023/04/17
2133,875,,Marmalade,-4,25,30,45%,55,2023/04/16
2134,875,,mythz0ne!,-2,4,7,36%,11,2023/04/16
2135,875,,m0gL1,-6,11,19,37%,30,2023/04/01
2136,874,,Niloc,-6,7,15,32%,22,2023/04/11
2137,873,,JuicyJuice0,-2,12,21,36%,33,2023/04/12
2138,873,,MSGT_Killjoy,-6,3,8,27%,11,2023/04/06
2139,873,,Le Baked,+1,28,36,44%,64,2023/04/07
2140,872,,Rayduhz,+1,28,35,44%,63,2023/04/11
2141,872,,g.nelson,+2,10,12,45%,22,2023/04/16
2142,871,,Unkind,+2,53,63,46%,116,2023/04/16
2143,871,,abs0843,-4,3,7,30%,10,2023/04/16
2144,870,,Jako,+1,11,21,34%,32,2023/04/01
2145,870,,Jinxx,-1,32,38,46%,70,2023/04/06
2146,870,,kusi86,+1,10,17,37%,27,2023/04/11
2147,870,,Major R. Sole,-3,7,14,33%,21,2023/04/07
2148,870,,Xi Jinping sympathiser,-4,32,36,47%,68,2023/03/25
2149,869,,Rü Guerrero,+2,3,7,30%,10,2023/04/02
2150,869,,Winston34,-2,7,11,39%,18,2023/03/31
2151,869,,Grambo,-3,4,7,36%,11,2023/03/29
2152,868,,Ranulfus,-1,4,8,33%,12,2023/04/14
2153,868,,pbricks.com,-2,31,49,39%,80,2023/04/17
2154,868,,b1ackie360,-1,20,28,42%,48,2023/04/17
2155,867,,DontKillMe,+1,11,16,41%,27,2023/04/15
2156,867,,DonStatus87,+5,18,23,44%,41,2023/04/17
2157,867,,RedTortilla,-1,6,11,35%,17,2023/04/06
2158,867,,officerkun,+2,11,13,46%,24,2023/04/05
2159,867,,Pille,+1,15,23,39%,38,2023/04/13
2160,866,,SwxG,-2,5,8,38%,13,2023/04/01
2161,866,,Caillou,+1,4,8,33%,12,2023/03/27
2162,866,,Kelja,+4,58,73,44%,131,2023/04/12
2163,866,,Plumb Dawg,+2,29,30,49%,59,2023/04/10
2164,866,,Dieu Débilus,-4,10,17,37%,27,2023/04/17
2165,865,,knobed,-1,6,11,35%,17,2023/04/11
2166,865,,alejose303,-3,8,14,36%,22,2023/04/07
2167,865,,Death-Bringer,+1,8,13,38%,21,2023/04/16
2168,865,,KING,+18,19,16,54%,35,2023/04/15
2169,865,,Jordy,+2,32,40,44%,72,2023/04/17
2170,864,,WalterWhite,+1,38,48,44%,86,2023/04/16
2171,864,,ran_to_the_ftl,-5,10,15,40%,25,2023/04/11
2172,864,,Tactical Tuna,+1,4,7,36%,11,2023/04/15
2173,864,,jambomir,-5,16,22,42%,38,2023/04/15
2174,864,,CorruptCornflake,-1,31,34,48%,65,2023/04/06
2175,864,,纯爱战神，渣女快爬,-2,11,21,34%,32,2023/04/17
2176,863,,freeman248xz,-1,4,7,36%,11,2023/03/31
2177,863,,"KHERSON, UKRAINE",+1,8,12,40%,20,2023/04/16
2178,863,,McCurtis,+1,15,23,39%,38,2023/03/31
2179,862,,Wildcard,+1,8,16,33%,24,2023/03/23
2180,862,,Napoleon Bonerfart,+1,21,21,50%,42,2023/04/02
2181,862,,Max_Ritter,+2,13,17,43%,30,2023/04/05
2182,862,,Chimuba,-7,4,10,29%,14,2023/04/16
2183,862,,terry,-1,9,13,41%,22,2023/04/14
2184,862,,mthrowaway,-1,5,9,36%,14,2023/04/08
2185,862,,Gaunt,-3,16,24,40%,40,2023/03/30
2186,861,,-SIBERIANWOLF-,+2,39,52,43%,91,2023/04/15
2187,861,,max.anderla,+5,18,21,46%,39,2023/04/16
2188,861,,caseycampbel,-3,7,12,37%,19,2023/04/16
2189,861,,Wickeda,+1,11,14,44%,25,2023/04/08
2190,861,,Madskill^^,+2,14,16,47%,30,2023/03/24
2191,860,,Franksalot,-1,12,16,43%,28,2023/04/07
2192,860,,Uncle Grandpa,+1,4,9,31%,13,2023/04/12
2193,860,,SlavikJunge,-4,4,9,31%,13,2023/04/03
2194,860,,Büffel,+1,18,25,42%,43,2023/04/17
2195,859,,Faebbi,-1,29,44,40%,73,2023/04/12
2196,859,,7c6e8186,-4,7,12,37%,19,2023/03/30
2197,859,,Ragga,-3,4,8,33%,12,2023/03/28
2198,858,,martin naseri,-2,4,7,36%,11,2023/04/11
2199,858,,Thoralf,+1,3,7,30%,10,2023/03/29
2200,858,,jarlzandvoort123,-1,6,8,43%,14,2023/04/03
2201,858,,bjornagain1963,-1,27,36,43%,63,2023/04/16
2202,858,,Lovestick,-1,84,91,48%,175,2023/04/17
2203,858,,bOipuSsi AiNt gAE,-2,18,30,38%,48,2023/04/06
2204,857,,Joni,+1,9,12,43%,21,2023/04/08
2205,857,,Claymorefun,-2,6,13,32%,19,2023/04/16
2206,856,,sword_sweeper,-3,12,16,43%,28,2023/04/18
2207,856,,Phenom,-7,4,9,31%,13,2023/03/27
2208,856,,marcelo26,-2,102,119,46%,221,2023/04/06
2209,856,,Tritolo,+1,5,8,38%,13,2023/04/09
2210,856,,Durandal,-5,9,15,38%,24,2023/04/12
2211,855,,Cthulhu,-4,6,11,35%,17,2023/03/27
2212,854,,ModernAce,-4,47,51,48%,98,2023/04/12
2213,854,,TimeVampire,-4,4,7,36%,11,2023/03/25
2214,854,,dam8909,-2,13,16,45%,29,2023/04/07
2215,854,,booyakaa,-2,12,14,46%,26,2023/04/08
2216,854,,应急食品派蒙,-3,48,69,41%,117,2023/04/15
2217,853,,Sinny,-2,3,8,27%,11,2023/03/21
2218,853,,AETIUS,-5,3,8,27%,11,2023/03/30
2219,853,,ᴥ bash ᴥ,-3,5,10,33%,15,2023/04/13
2220,853,,thankyou,-3,25,30,45%,55,2023/04/17
2221,852,,Gluengi,-6,4,10,29%,14,2023/04/16
2222,852,,KITSU.CL,-1,5,12,29%,17,2023/04/17
2223,852,,PrinceGoro,+1,8,12,40%,20,2023/04/17
2224,852,,ENEMY AT GATE,-2,5,11,31%,16,2023/04/05
2225,851,,XCumReborn,-3,6,13,32%,19,2023/04/01
2226,851,,Rucki,+2,9,14,39%,23,2023/03/22
2227,851,,Chucken McNiggets,-5,5,11,31%,16,2023/04/16
2228,851,,ailvjinyang,-3,26,29,47%,55,2023/04/09
2229,850,,eaglecall,+2,11,17,39%,28,2023/04/16
2230,850,,Dire Wolf,-4,6,12,33%,18,2023/04/17
2231,850,,Minimal MilloZ,-5,11,20,35%,31,2023/03/24
2232,849,,Griff0n,-1,15,21,42%,36,2023/04/14
2233,849,,Saiko,+2,19,27,41%,46,2023/04/17
2234,849,,Ronny,-4,6,15,29%,21,2023/04/17
2235,849,,Aron_2152,+5,13,15,46%,28,2023/03/25
2236,849,,SS Punk,-2,4,8,33%,12,2023/03/26
2237,848,,Cadrach,-5,6,14,30%,20,2023/04/16
2238,848,,blindstep,-5,22,32,41%,54,2023/04/16
2239,848,,PlushBean,-2,4,8,33%,12,2023/03/30
2240,848,,ᛉTodfeindᛣ,-3,10,17,37%,27,2023/03/23
2241,848,,MoNtEcRiStO,+2,18,27,40%,45,2023/04/17
2242,847,,golden Eagle,+1,7,11,39%,18,2023/04/05
2243,847,,an100der,+1,14,19,42%,33,2023/04/14
2244,847,,TeufelHund,+3,13,20,39%,33,2023/04/16
2245,847,,Nasigasi,+1,6,10,38%,16,2023/03/25
2246,847,,Leroy Putty,+1,6,10,38%,16,2023/04/02
2247,847,,DarthYukat,+1,20,27,43%,47,2023/04/01
2248,846,,FiziksXT,+1,11,17,39%,28,2023/04/17
2249,846,,Mudrock,-3,20,30,40%,50,2023/03/25
2250,846,,疯狂梅西,-5,32,42,43%,74,2023/04/03
2251,845,,Fu_kingLui,-8,7,15,32%,22,2023/03/22
2252,844,,to be (Y) or not to be (Y),-3,13,18,42%,31,2023/04/17
2253,844,,Juniorpred,+2,4,8,33%,12,2023/04/16
2254,844,,kamolapob01,-5,6,11,35%,17,2023/04/02
2255,844,,FleXxX89,+1,4,6,40%,10,2023/04/01
2256,843,,wstreb,-8,27,35,44%,62,2023/04/02
2257,843,,Tomsky147 John 3 vs 16,-1,3,7,30%,10,2023/03/25
2258,843,,Paralyzer,-4,48,53,48%,101,2023/03/29
2259,842,,dehuang,-4,7,13,35%,20,2023/04/04
2260,840,,Ramkang-x,-1,7,12,37%,19,2023/04/16
2261,840,,XNDY,-3,4,8,33%,12,2023/04/08
2262,839,,nickevans973,+3,18,22,45%,40,2023/04/07
2263,839,,CYBORGOR,+3,13,20,39%,33,2023/04/17
2264,839,,Taugenichts,-7,3,8,27%,11,2023/03/29
2265,839,,SerMack,-2,9,13,41%,22,2023/04/14
2266,839,,Bloody_Neighbour,+1,6,12,33%,18,2023/03/29
2267,839,,arfooonzo,-2,5,12,29%,17,2023/04/16
2268,839,,Camulas,-2,45,60,43%,105,2023/04/12
2269,838,,^3Little^1Kal,-2,34,43,44%,77,2023/04/17
2270,838,,KissMyGoat,+2,42,70,38%,112,2023/04/16
2271,838,,lesgraphistes11,-3,11,14,44%,25,2023/03/27
2272,838,,伊利达雷,-1,6,11,35%,17,2023/04/17
2273,837,,GloriousCanaries,-1,34,43,44%,77,2023/04/09
2274,837,,Goregoroth,-1,15,17,47%,32,2023/04/16
2275,836,,Uxellodunon,-1,7,18,28%,25,2023/04/17
2276,836,,[iur]Wipi,+1,4,8,33%,12,2023/03/21
2277,834,,Draggoras,-3,5,12,29%,17,2023/04/10
2278,834,,LouLou,-1,4,7,36%,11,2023/04/16
2279,834,,ＸＬＥＧＩＯ Artaserse ITA,-1,5,10,33%,15,2023/03/22
2280,834,,xwing57,-1,12,19,39%,31,2023/04/16
2281,834,,Banko,-3,20,23,47%,43,2023/04/02
2282,833,,AJEWISHBATTLEFROG,-1,5,9,36%,14,2023/04/15
2283,833,,St. Pete 2.0,-3,116,139,45%,255,2023/04/11
2284,833,,soldierforwar,+1,9,21,30%,30,2023/04/18
2285,833,,Bearly,-3,3,9,25%,12,2023/04/06
2286,832,,Columbus,-1,4,10,29%,14,2023/04/17
2287,832,,McRavage72,-1,11,16,41%,27,2023/04/17
2288,832,,diango40,-1,21,27,44%,48,2023/04/15
2289,832,,Erni,-4,3,7,30%,10,2023/03/21
2290,832,,TheUndeadNinjax,-1,4,12,25%,16,2023/04/16
2291,832,,achilleus18,+1,26,42,38%,68,2023/04/16
2292,832,,李贝留斯,-1,3,8,27%,11,2023/04/15
2293,831,,Dream Mariner,+1,5,10,33%,15,2023/04/06
2294,831,,Sebastian,-3,26,32,45%,58,2023/04/10
2295,831,,CN丶笙,-2,5,11,31%,16,2023/04/02
2296,831,,GerFuscher,+2,7,11,39%,18,2023/04/14
2297,831,,väderstad,-3,4,11,27%,15,2023/04/17
2298,830,,Lampealuile,-3,15,20,43%,35,2023/04/16
2299,830,,Gilhooley,+4,10,12,45%,22,2023/03/23
2300,830,,Mr.CrazyPerson,-1,28,42,40%,70,2023/04/11
2301,830,,Widgie,+1,2,8,20%,10,2023/04/16
2302,829,,Magicole,+1,11,16,41%,27,2023/04/12
2303,829,,sunny_yeung,-1,4,10,29%,14,2023/04/01
2304,829,,Margo,-2,5,10,33%,15,2023/03/25
2305,828,,Atomic Floyd,-3,3,8,27%,11,2023/03/25
2306,828,,ttvarlequin,-1,4,8,33%,12,2023/03/30
2307,828,,notcoffee,-4,9,15,38%,24,2023/04/05
2308,828,,Roiber,-1,11,17,39%,28,2023/04/07
2309,828,,快看有巨雕,+1,5,10,33%,15,2023/04/17
2310,827,,wckgg_87429656,-2,14,24,37%,38,2023/04/08
2311,827,,lipengzhang66,-3,4,12,25%,16,2023/04/05
2312,827,,ATROSERIP,+2,4,8,33%,12,2023/04/17
2313,827,,Eastone,-3,11,19,37%,30,2023/03/26
2314,827,,Kuno,-1,6,11,35%,17,2023/04/15
2315,827,,snowmonster,-6,4,10,29%,14,2023/03/26
2316,826,,1429214692,-1,14,17,45%,31,2023/04/12
2317,826,,Draco,+1,8,14,36%,22,2023/03/31
2318,826,,py931716344,-6,3,8,27%,11,2023/04/09
2319,825,,Suppomann,-2,63,71,47%,134,2023/04/10
2320,824,,guaps,-2,4,8,33%,12,2023/04/04
2321,824,,Strauß,-2,15,22,41%,37,2023/04/16
2322,824,,Herr Crit-ler,-3,16,20,44%,36,2023/04/03
2323,823,,beswick_5,+1,7,13,35%,20,2023/04/16
2324,823,,Flanders,-10,3,10,23%,13,2023/04/08
2325,823,,HostileCamper,-6,6,12,33%,18,2023/03/26
2326,822,,Deception,-2,3,7,30%,10,2023/04/07
2327,822,,Hauptman80,-1,110,137,45%,247,2023/04/17
2328,822,,kqperformingkq,+2,10,16,38%,26,2023/04/14
2329,822,,BRIGEI,-1,29,41,41%,70,2023/04/13
2330,822,,tutancamon84,-1,6,12,33%,18,2023/03/29
2331,822,,whothefock,+2,22,34,39%,56,2023/04/05
2332,822,,maxblackdog,-2,3,7,30%,10,2023/04/03
2333,822,,Friedrich der Große,-2,7,15,32%,22,2023/04/15
2334,821,,Broski,-1,3,10,23%,13,2023/04/06
2335,821,,Commander KM,-4,6,13,32%,19,2023/04/02
2336,821,,nonaino,-3,3,9,25%,12,2023/04/11
2337,821,,JackOfAll,-1,4,9,31%,13,2023/04/10
2338,819,,Jack Cruz,-1,20,37,35%,57,2023/04/12
2339,819,,Moeller,-1,10,18,36%,28,2023/04/17
2340,819,,304532544,-4,11,20,35%,31,2023/04/03
2341,818,,[NFB] Donkey,-1,3,8,27%,11,2023/03/27
2342,818,,Daniel the Maniel,-2,16,29,36%,45,2023/04/06
2343,817,,dalmatica,-2,4,9,31%,13,2023/04/17
2344,817,,stranger陌路,-1,5,12,29%,17,2023/04/12
2345,817,,Sev,+2,4,9,31%,13,2023/04/13
2346,817,,Jean Guile,-1,7,14,33%,21,2023/04/16
2347,816,,Ptr,+2,4,10,29%,14,2023/04/07
2348,816,,TP6,+1,5,10,33%,15,2023/04/07
2349,816,,windonet,+1,38,43,47%,81,2023/04/16
2350,816,,Major Liability,+1,13,22,37%,35,2023/04/04
2351,816,,Yupi,-1,26,34,43%,60,2023/04/17
2352,815,,24,-2,27,45,38%,72,2023/04/17
2353,815,,Krang,+1,8,14,36%,22,2023/03/31
2354,815,,clero,-3,6,12,33%,18,2023/04/08
2355,814,,donald_from_duckburg,-3,5,13,28%,18,2023/04/14
2356,814,,LORDTYRANNO,-1,14,22,39%,36,2023/04/17
2357,814,,St€\/-M@$t€r,-3,10,21,32%,31,2023/04/06
2358,813,,幻影刺客,-3,3,8,27%,11,2023/04/15
2359,812,,ColFri,+1,24,39,38%,63,2023/04/10
2360,812,,michael_airforce,-2,6,13,32%,19,2023/04/01
2361,811,,MatriX!.progamer,-2,11,15,42%,26,2023/03/29
2362,811,,󠁳⁧🥴,-1,15,18,45%,33,2023/03/27
2363,810,,pilchmennel,-5,5,14,26%,19,2023/04/15
2364,809,,Mysticassbreaker,-5,7,15,32%,22,2023/03/30
2365,809,,jamesbreean,-2,5,15,25%,20,2023/04/18
2366,808,,MIDO,-2,22,31,42%,53,2023/03/30
2367,808,,batur9323,-3,32,43,43%,75,2023/04/17
2368,807,,ottomanslap,+2,5,9,36%,14,2023/03/24
2369,807,,2easy2kill,+1,61,76,45%,137,2023/04/12
2370,806,,Nachtgespenst,+3,9,13,41%,22,2023/04/16
2371,806,,stephane.trelat,+1,1,9,10%,10,2023/04/12
2372,806,,mikkonen73,-1,3,8,27%,11,2023/04/08
2373,805,,Phönix SL,-3,5,11,31%,16,2023/04/16
2374,805,,Struppe,-5,3,9,25%,12,2023/04/17
2375,804,,MZ599,-4,7,18,28%,25,2023/03/25
2376,804,,FrostNuke,-4,3,9,25%,12,2023/04/02
2377,804,,General George,+2,4,9,31%,13,2023/04/06
2378,804,,MANSERVICE,+1,33,44,43%,77,2023/03/28
