RANK,ELO,LEVEL,ALIAS,STREAK,WINS,LOSSES,RATIO,TOTAL,LAST GAME
1,1724,,Amita,+28,94,19,83%,113,2023/04/17
2,1640,,Jibber,+23,98,21,82%,119,2023/04/08
3,1595,,Rei,+7,80,14,85%,94,2023/03/31
4,1593,,elpern,-1,60,15,80%,75,2023/04/17
5,1583,,Theodosios,+2,41,7,85%,48,2023/04/16
6,1557,,Happycat,+22,58,16,78%,74,2023/04/17
7,1552,,havoc,+8,103,42,71%,145,2023/04/17
8,1548,,xFidde,+4,65,19,77%,84,2023/04/11
9,1546,,หลวงปู่เณร,+1,71,19,79%,90,2023/04/10
10,1545,,S205,-2,76,20,79%,96,2023/04/17
11,1526,,BrainSplat | HulkSMASH,+8,64,26,71%,90,2023/04/13
12,1526,,[Peanut] Caosak,+1,23,3,88%,26,2023/04/06
13,1519,,F3riG,+7,23,2,92%,25,2023/03/31
14,1519,,you can count on osttruppen!,+2,144,54,73%,198,2023/04/16
15,1508,,[L2P]BartonPL,+7,38,9,81%,47,2023/04/12
16,1506,,DumaisTV,-3,74,22,77%,96,2023/04/11
17,1506,,oziligath,+3,91,44,67%,135,2023/04/17
18,1503,,渣渣，反了他，偶不艹了你爸，气死偶嘞！！,-2,99,43,70%,142,2023/04/13
19,1502,,momo4sho,-1,47,15,76%,62,2023/04/15
20,1501,,Luvnest,+1,46,18,72%,64,2023/04/17
21,1484,,Frontyard man,-1,34,8,81%,42,2023/03/28
22,1479,,Miguel,+9,15,1,94%,16,2023/04/08
23,1479,,UMirinBrah?,+4,34,8,81%,42,2023/04/12
24,1474,,Jesus is My Saviour,+11,22,2,92%,24,2023/04/15
25,1469,,ashilrye,+8,37,12,76%,49,2023/04/17
26,1467,,Charlotte,+2,79,38,68%,117,2023/04/17
27,1467,,MajorKusaetNogi,+7,33,6,85%,39,2023/04/01
28,1466,,Trainzz,+9,105,56,65%,161,2023/04/11
29,1465,,星奏の女仆,+7,36,10,78%,46,2023/04/15
30,1463,,Mordo47,+2,23,5,82%,28,2023/04/13
31,1460,,Backyard man,+2,73,35,68%,108,2023/04/16
32,1458,,vwvc,-1,62,33,65%,95,2023/04/17
33,1458,,BaByuByu,+12,34,7,83%,41,2023/04/14
34,1457,,The Sloth,+3,70,32,69%,102,2023/04/01
35,1455,,老北京鸡肉卷OldBeijingChickenTwister,+16,81,54,60%,135,2023/04/04
36,1452,,Tiefflieger,+2,39,12,76%,51,2023/04/09
37,1451,,Siberian,+8,62,23,73%,85,2023/04/16
38,1451,,nub,+5,49,22,69%,71,2023/04/17
39,1450,,Jesulin,+3,22,6,79%,28,2023/04/13
40,1449,,Imperial Dane,+1,71,38,65%,109,2023/04/17
41,1449,,Mickey,-6,96,50,66%,146,2023/04/10
42,1447,,TarNationZ,+5,17,2,89%,19,2023/04/01
43,1439,,[GCDC]RwiAng,-2,33,13,72%,46,2023/03/25
44,1439,,PutPut - AusarTheVile,+2,62,23,73%,85,2023/04/17
45,1435,,Toiletguy,+5,76,35,68%,111,2023/04/16
46,1432,,Imperates,+15,55,28,66%,83,2023/03/30
47,1426,,Hanwoomul,-3,34,11,76%,45,2023/04/17
48,1425,,TheChosen,+5,65,30,68%,95,2023/04/05
49,1422,,[Peanut] Calyon,+12,27,5,84%,32,2023/04/04
50,1422,,Nicko,+1,26,6,81%,32,2023/04/13
51,1418,,CUBYX,+8,127,83,60%,210,2023/04/04
52,1417,,The101stAirBorne,-2,75,42,64%,117,2023/04/17
53,1417,,salmonTA,+6,46,25,65%,71,2023/04/17
54,1416,,[PAX Sqd.] PAX AJAX,-1,42,24,64%,66,2023/04/17
55,1416,,[EPIC]gogy,+2,103,57,64%,160,2023/04/16
56,1416,,Make a wish™ |,+2,35,18,66%,53,2023/04/15
57,1413,,a hell on earth,+15,45,16,74%,61,2023/04/09
58,1412,,Dumme Katze,+5,28,13,68%,41,2023/04/16
59,1405,,Chaos,+1,193,147,57%,340,2023/04/15
60,1404,,bibotot1995,-2,119,97,55%,216,2023/04/17
61,1401,,DaPopeCOH,+4,38,20,66%,58,2023/04/07
62,1399,,Aimstrong,-1,42,26,62%,68,2023/04/05
63,1399,,Imbbe,+1,41,20,67%,61,2023/04/09
64,1398,,lattouf,+4,23,7,77%,30,2023/04/17
65,1398,,JiuMi,+7,33,11,75%,44,2023/04/05
66,1395,,Riftwalker,+3,36,15,71%,51,2023/04/17
67,1395,,The Angry Dutchman,+6,40,16,71%,56,2023/04/14
68,1394,,FK9DD,+7,126,102,55%,228,2023/04/17
69,1392,,Equuz,+2,18,4,82%,22,2023/04/04
70,1392,,小芙丽娅,+3,64,33,66%,97,2023/04/16
71,1391,,night_raven0203,-1,32,15,68%,47,2023/04/06
72,1390,,PanzerGrenadier,+7,59,36,62%,95,2023/04/15
73,1390,,Jelly Bean,+1,33,13,72%,46,2023/04/11
74,1390,,DexN,+1,81,44,65%,125,2023/04/15
75,1387,,✠ Kaiser Friedrich ✠,-1,22,10,69%,32,2023/04/06
76,1386,,W00tLeLBrrrrrrrrrrrrrr,+4,27,7,79%,34,2023/04/18
77,1385,,포스트정윤종,+1,58,34,63%,92,2023/04/09
78,1384,,Inverse,+14,40,14,74%,54,2023/04/16
79,1382,,K. Ronaldo,+2,56,26,68%,82,2023/03/25
80,1380,,Dzindzu,-1,28,13,68%,41,2023/03/23
81,1379,,WordBearers[Borgore],+7,84,57,60%,141,2023/04/17
82,1378,,Luckeeey,+1,91,63,59%,154,2023/04/18
83,1374,,MightyMouseJHM,+4,30,10,75%,40,2023/04/18
84,1373,,PunisHer1638,+17,21,6,78%,27,2023/04/09
85,1373,,Kuun-Lan Kiith Somtaaw,+5,15,2,88%,17,2023/03/31
86,1373,,Leiarde,+4,47,26,64%,73,2023/04/14
87,1372,,sheenhochul,-3,166,102,62%,268,2023/04/17
88,1371,,Enemy,+3,62,41,60%,103,2023/04/17
89,1371,,vegetabledoge,-1,40,25,62%,65,2023/04/17
90,1367,,Clororaa,+1,10,1,91%,11,2023/03/30
91,1367,,Finndeed,+8,28,15,65%,43,2023/04/04
92,1366,,Estocade Gaming YT,+2,74,39,65%,113,2023/04/16
93,1365,,SOLID MATTIC,+4,97,74,57%,171,2023/04/17
94,1364,,fiadaputa,-1,89,61,59%,150,2023/04/18
95,1363,,Orangepest,+3,16,4,80%,20,2023/04/09
96,1362,,tagilla,+3,57,33,63%,90,2023/04/04
97,1360,,Outbalz the moon bunny,+4,25,10,71%,35,2023/04/09
98,1359,,MIRASSOL_БЕСЧЕСТНЫЙ,+3,72,44,62%,116,2023/04/03
99,1359,,Dullahan,+2,66,37,64%,103,2023/04/17
100,1359,,miragefla,+3,17,7,71%,24,2023/04/15
101,1357,,DD響,+4,13,3,81%,16,2023/04/13
102,1357,,Emperion,+3,27,10,73%,37,2023/04/17
103,1356,,BananaInPajamas,+4,36,15,71%,51,2023/04/16
104,1356,,Niklas,-1,12,2,86%,14,2023/04/09
105,1355,,Twitch Yunicone≠≠Pony,+15,40,20,67%,60,2023/04/08
106,1355,,Vasto,+4,77,43,64%,120,2023/04/18
107,1346,,bigfriendlybert,+1,12,2,86%,14,2023/03/22
108,1345,,sprout new,-1,47,31,60%,78,2023/04/11
109,1343,,CheeseTonkatsu,+3,19,9,68%,28,2023/03/30
110,1341,,.:PSG:. RedxWings,+3,10,1,91%,11,2023/04/15
111,1341,,AGameAnx,+3,33,11,75%,44,2023/04/17
112,1340,,Sunny,+8,10,1,91%,11,2023/04/11
113,1339,,Hybris,-2,31,13,70%,44,2023/04/07
114,1338,,Arricio,+1,72,49,60%,121,2023/04/17
115,1336,,Sovereign,+1,18,5,78%,23,2023/03/31
116,1336,,herby7,+2,255,199,56%,454,2023/04/17
117,1335,,JZuna,+3,32,14,70%,46,2023/03/29
118,1334,,suomenpaskin,-1,53,27,66%,80,2023/04/04
119,1334,,CeerEd,+5,93,73,56%,166,2023/03/31
120,1331,,-Rλ҉inyCloudCore,+8,9,1,90%,10,2023/04/08
121,1329,,BlueSkidrow,-1,15,7,68%,22,2023/04/07
122,1326,,Hodolf,+1,87,48,64%,135,2023/04/17
123,1325,,快去西天请！如来佛祖,+4,113,90,56%,203,2023/04/10
124,1325,,hireling,+3,67,48,58%,115,2023/04/16
125,1324,,Viklas,+6,14,3,82%,17,2023/04/17
126,1324,,Snoopa,+2,83,54,61%,137,2023/04/14
127,1324,,Dunkerque,+8,20,7,74%,27,2023/04/15
128,1323,,-NSO- Hon3ynuts,+4,32,16,67%,48,2023/03/31
129,1323,,RTX4090,+5,17,5,77%,22,2023/03/26
130,1323,,Dezman,-1,40,22,65%,62,2023/04/13
131,1321,,BiliBilI_24073386_狐狸,+1,9,2,82%,11,2023/04/17
132,1320,,cat tank,+2,45,26,63%,71,2023/03/30
133,1318,,m0ek,+8,24,13,65%,37,2023/03/21
134,1318,,Sweet Pea,+2,149,126,54%,275,2023/04/14
135,1317,,Dr. Jekyll,-1,17,7,71%,24,2023/04/14
136,1316,,1337 HAXX0R,+6,36,18,67%,54,2023/04/04
137,1316,,阴险恶毒熊主任,+2,12,3,80%,15,2023/04/07
138,1316,,CoH2 sucks,+1,59,42,58%,101,2023/04/13
139,1316,,Virgile[FR],-3,50,29,63%,79,2023/04/15
140,1315,,Herr Blautier,+3,56,40,58%,96,2023/03/31
141,1314,,IntegralSweeD,-3,28,15,65%,43,2023/03/31
142,1314,,Sh@dow,+2,25,14,64%,39,2023/04/16
143,1314,,OMGPOP!,+3,16,6,73%,22,2023/04/02
144,1312,,CptLink( jimmy),+2,48,31,61%,79,2023/04/08
145,1312,,Jade Buddha,-1,26,14,65%,40,2023/04/16
146,1312,,Lt Beren,+3,67,49,58%,116,2023/04/12
147,1312,,asd 546,-1,14,4,78%,18,2023/04/11
148,1312,,VulcanHDGaming No.1 Fan,+2,87,51,63%,138,2023/04/06
149,1311,,Stryker,-1,33,19,63%,52,2023/04/16
150,1310,,Hallelujah,-2,31,12,72%,43,2023/04/08
151,1310,,msw.*****,+1,48,38,56%,86,2023/04/17
152,1310,,BlueComp[A]ny,-1,16,6,73%,22,2023/04/15
153,1308,,Panzergrenadierangreifer,+10,10,1,91%,11,2023/04/16
154,1307,,安藤正术,-1,278,250,53%,528,2023/04/17
155,1305,,『BlackBear』,+1,37,19,66%,56,2023/04/11
156,1303,,Enterprise Ω,+2,21,8,72%,29,2023/04/16
157,1303,,MyDiamonD,-1,33,17,66%,50,2023/03/29
158,1302,,FlyingDutchman,+3,26,12,68%,38,2023/04/14
159,1299,,Nation,+1,29,17,63%,46,2023/04/17
160,1299,,FuzZiioN,+2,21,6,78%,27,2023/04/02
161,1299,,UncleClappy,-1,18,9,67%,27,2023/04/17
162,1297,,tightrope,-1,22,12,65%,34,2023/04/17
163,1297,,ssume,+1,123,84,59%,207,2023/04/17
164,1297,,今夜薄雾,+1,15,6,71%,21,2023/04/17
165,1296,,AfroNinja,+7,12,3,80%,15,2023/03/27
166,1296,,Ra11,+1,12,2,86%,14,2023/04/05
167,1296,,Bundy ♥,+3,48,35,58%,83,2023/04/10
168,1295,,Fortune,+3,24,10,71%,34,2023/04/16
169,1294,,[THT] Thusanai,+1,26,16,62%,42,2023/04/03
170,1294,,Van Darkholme,+8,9,1,90%,10,2023/04/02
171,1293,,Tequila Sunset,+1,94,77,55%,171,2023/04/02
172,1293,,Dilophosaur,+1,12,6,67%,18,2023/04/09
173,1292,,Vector,-2,30,13,70%,43,2023/04/16
174,1291,,Loyal,-1,39,31,56%,70,2023/03/25
175,1290,,MP_HappyPanther,+1,11,5,69%,16,2023/04/12
176,1289,,Noah,+9,18,8,69%,26,2023/04/03
177,1289,,Ok.okokok,+4,14,4,78%,18,2023/04/14
178,1287,,Tassos117,+1,28,19,60%,47,2023/04/09
179,1287,,LaDin2,-2,42,31,58%,73,2023/04/14
180,1286,,akutoku,-2,37,24,61%,61,2023/04/15
181,1286,,PaperPadding,+1,20,10,67%,30,2023/04/17
182,1284,,Harold H,+1,38,22,63%,60,2023/04/15
183,1284,,VonAsten,+2,8,2,80%,10,2023/04/14
184,1284,,Authoritarrr,+3,38,26,59%,64,2023/04/13
185,1284,,J_Shizlet,+1,11,2,85%,13,2023/04/16
186,1283,,SkYisTheLimiT,-3,21,11,66%,32,2023/03/31
187,1283,,Khan,+6,40,29,58%,69,2023/04/17
188,1282,,aSIISymbiosis,-1,13,5,72%,18,2023/04/17
189,1282,,Penetron2000,+4,50,43,54%,93,2023/04/17
190,1282,,Tittendachs,-1,9,2,82%,11,2023/04/16
191,1281,,Deru,+7,10,2,83%,12,2023/04/07
192,1281,,Nobiscum Deus,+3,66,46,59%,112,2023/04/05
193,1281,,Vector,-2,19,8,70%,27,2023/04/11
194,1281,,[BPX] Cactlosio,+3,13,4,76%,17,2023/04/14
195,1280,,Rutherford B. Hayes,+1,28,19,60%,47,2023/04/06
196,1279,,ohmygod321,-1,17,10,63%,27,2023/04/06
197,1279,,我不會說中文,+10,10,0,100%,10,2023/03/29
198,1279,,nonononononononono,-1,27,13,68%,40,2023/04/15
199,1278,,Hagen67483,+1,24,14,63%,38,2023/04/09
200,1278,,Peacemaker,+8,32,16,67%,48,2023/04/17
201,1278,,Ghaell,+2,50,37,57%,87,2023/04/16
202,1277,,水银灯,+6,67,55,55%,122,2023/04/12
203,1276,,Exerate,+3,54,38,59%,92,2023/03/29
204,1276,,OHxYEAHxJNP,+3,24,15,62%,39,2023/04/16
205,1275,,Butcher,+1,10,3,77%,13,2023/04/09
206,1275,,McBain,+1,21,9,70%,30,2023/04/14
207,1275,,Boomgoesthedynamite,+2,63,44,59%,107,2023/04/18
208,1272,,Fuzzy Panda,-1,12,5,71%,17,2023/04/17
209,1271,,Pickelhaube Enthusiast,+1,54,42,56%,96,2023/04/14
210,1269,,HighFive,+1,13,4,76%,17,2023/04/10
211,1268,,KlausurenSohn,+1,33,28,54%,61,2023/03/27
212,1268,,Hing-gi,-6,75,49,60%,124,2023/04/14
213,1268,,LemonMint,+2,10,2,83%,12,2023/04/07
214,1266,,himynameisho,+2,15,8,65%,23,2023/04/16
215,1266,,Bufftin,+4,18,10,64%,28,2023/03/26
216,1266,,SexPistole,+3,15,6,71%,21,2023/04/17
217,1266,,citizen.byzantine,+1,13,5,72%,18,2023/03/28
218,1266,,Jimbob2121,+2,69,52,57%,121,2023/04/16
219,1265,,Xyr0N,-1,36,24,60%,60,2023/03/31
220,1265,,Lelano,+4,27,14,66%,41,2023/03/27
221,1265,,GluteusMaximus,+3,12,6,67%,18,2023/04/10
222,1265,,Fabian,-1,11,5,69%,16,2023/04/15
223,1265,,Vosi-K,+1,13,4,76%,17,2023/04/18
224,1263,,How To Win On Lorraine,+2,19,12,61%,31,2023/03/27
225,1262,,rex,+1,8,2,80%,10,2023/03/21
226,1261,,Tré,+1,40,24,63%,64,2023/04/07
227,1261,,SEEETH777,+1,13,7,65%,20,2023/04/17
228,1261,,Unrolled,-2,111,95,54%,206,2023/04/17
229,1261,,Empa,+3,27,16,63%,43,2023/04/16
230,1260,,Snitch,-1,9,3,75%,12,2023/03/31
231,1260,,TOS-1 IMBA,-3,9,3,75%,12,2023/04/16
232,1259,,Dugo,+2,15,7,68%,22,2023/04/17
233,1259,,Fuzer,-4,56,39,59%,95,2023/03/29
234,1259,,JoseyWales_,-1,102,75,58%,177,2023/04/02
235,1259,,Quiritz,+2,12,6,67%,18,2023/04/14
236,1259,,Walther,+1,8,3,73%,11,2023/04/14
237,1257,,qqwqqp,-1,29,20,59%,49,2023/04/10
238,1256,,Lingu,-1,66,52,56%,118,2023/04/17
239,1256,,SuperKeitel,+2,67,50,57%,117,2023/04/17
240,1255,,Souless and Heartless Monkey Man,+2,20,11,65%,31,2023/04/11
241,1254,,Malevolent Pink Cat,+12,25,12,68%,37,2023/04/10
242,1254,,Pony by Nature,+1,19,11,63%,30,2023/04/15
243,1253,,Nostalgia93',+5,35,22,61%,57,2023/04/17
244,1252,,AbangFadil,+7,40,33,55%,73,2023/03/29
245,1251,,西街茶铺三号桌,+1,14,8,64%,22,2023/04/08
246,1251,,Okeyeg,+1,25,17,60%,42,2023/04/12
247,1251,,Cheroid,+3,11,5,69%,16,2023/04/16
248,1251,,KyrreLubiWodę,+1,16,8,67%,24,2023/04/05
249,1251,,SturmTigerGiap,-1,56,47,54%,103,2023/04/15
250,1249,,Scio,-1,9,3,75%,12,2023/03/23
251,1249,,StephennJF,-1,55,39,59%,94,2023/04/17
252,1248,,Nantrix,+4,13,5,72%,18,2023/03/29
253,1248,,xRamee,+1,23,16,59%,39,2023/04/09
254,1248,,Ondross,+2,12,6,67%,18,2023/03/31
255,1247,,InsaneSebbl,+1,10,4,71%,14,2023/04/06
256,1246,,Royally EbRoY,-1,9,4,69%,13,2023/03/30
257,1246,,|DCC|Freestyler,+2,24,15,62%,39,2023/04/04
258,1246,,Baron_Kaban,+1,11,5,69%,16,2023/03/26
259,1245,,Shibal,+4,11,4,73%,15,2023/04/07
260,1245,,Firewasp,-1,20,11,65%,31,2023/03/24
261,1245,,Quadro,+1,16,9,64%,25,2023/04/15
262,1245,,Corpse,+7,9,1,90%,10,2023/04/10
263,1244,,Dromaeda,-1,20,10,67%,30,2023/04/11
264,1244,,dororin3,+4,9,2,82%,11,2023/03/26
265,1243,,Cheezus,+3,81,61,57%,142,2023/04/14
266,1243,,F1NGGY,+2,38,23,62%,61,2023/04/14
267,1243,,#Dariusluck,-1,58,51,53%,109,2023/04/15
268,1243,,耀眼,+1,11,5,69%,16,2023/04/04
269,1240,,T.R. 3nder,+2,15,8,65%,23,2023/03/25
270,1240,,normad,+2,24,16,60%,40,2023/04/13
271,1240,,Stempolbyku,+5,10,3,77%,13,2023/04/05
272,1239,,WebsterBolek,-1,13,6,68%,19,2023/04/11
273,1238,,Dansara,+2,10,3,77%,13,2023/03/30
274,1238,,Italian Space Mafia,+1,62,51,55%,113,2023/04/15
275,1238,,Good Ol' Czepis,-3,9,5,64%,14,2023/04/16
276,1238,,Jeiseun,+1,60,47,56%,107,2023/04/03
277,1238,,GentleFox,+2,25,15,63%,40,2023/04/17
278,1238,,Lazy Ren,+1,11,4,73%,15,2023/04/11
279,1237,,Skadi,+1,10,6,63%,16,2023/04/17
280,1237,,Assyrian♱,-1,33,21,61%,54,2023/04/10
281,1237,,Panzy Spliter,+2,49,39,56%,88,2023/04/17
282,1237,,Mandu,+1,13,9,59%,22,2023/03/30
283,1236,,Raptorjesus,-1,10,3,77%,13,2023/04/06
284,1236,,NANAMI,+3,12,6,67%,18,2023/03/23
285,1235,,AceHiro,-4,25,17,60%,42,2023/04/03
286,1235,,Del,-1,55,41,57%,96,2023/04/17
287,1235,,Sosorryman,+5,9,2,82%,11,2023/03/25
288,1234,,KINDERPARTY,+1,56,38,60%,94,2023/04/17
289,1233,,Mr. Fahrenheit,+1,53,37,59%,90,2023/04/17
290,1233,,5a6a7a,+4,150,133,53%,283,2023/04/17
291,1233,,Bad Ash,+3,22,13,63%,35,2023/04/16
292,1233,,Marcello,+1,26,17,60%,43,2023/04/16
293,1232,,I hope this game dies.,+16,57,43,57%,100,2023/04/17
294,1232,,VindicareX,-2,16,11,59%,27,2023/04/13
295,1232,,ChuaMC,-1,29,20,59%,49,2023/04/17
296,1231,,Koenig,+1,61,48,56%,109,2023/03/31
297,1230,,TankinatorXD,-1,8,3,73%,11,2023/04/16
298,1230,,CPU-Easy,+1,35,26,57%,61,2023/03/25
299,1229,,GOTE,+2,10,3,77%,13,2023/04/06
300,1228,,ChocolateStarfish,+1,20,10,67%,30,2023/04/08
301,1228,,grun59,-1,27,21,56%,48,2023/03/31
302,1228,,Lady Rytsu,+5,16,6,73%,22,2023/03/29
303,1228,,Elisabeth Eugenie,+2,18,9,67%,27,2023/04/07
304,1227,,darkerdayzud,+4,75,62,55%,137,2023/04/17
305,1227,,给我一颗星,-1,23,12,66%,35,2023/04/17
306,1226,,matwyr,-1,21,17,55%,38,2023/04/15
307,1226,,Madscientist,+1,12,7,63%,19,2023/03/30
308,1225,,Quack,+1,32,19,63%,51,2023/04/16
309,1225,,Philbit,+1,37,31,54%,68,2023/04/17
310,1225,,BusinessBryce,+2,70,54,56%,124,2023/04/13
311,1224,,LostsKy_Deity,+6,82,59,58%,141,2023/04/16
312,1224,,Elaina,-2,8,2,80%,10,2023/04/10
313,1224,,NeuralBooch,+1,60,44,58%,104,2023/04/17
314,1224,,JackTW The VTUBER,+1,16,7,70%,23,2023/04/08
315,1223,,Mathew Leeman,+2,91,84,52%,175,2023/04/17
316,1222,,StoBez,+2,13,7,65%,20,2023/03/27
317,1222,,Esxile,+1,11,6,65%,17,2023/04/16
318,1222,,SWATTom,+4,65,57,53%,122,2023/04/14
319,1222,,cћk247,+1,36,24,60%,60,2023/04/07
320,1221,,Kaduin,+1,40,31,56%,71,2023/04/16
321,1221,,gilashley,+3,14,8,64%,22,2023/04/04
322,1220,,Alex.,+4,20,11,65%,31,2023/03/31
323,1219,,Broly,+7,26,14,65%,40,2023/04/07
324,1219,,juan.aldava,+2,18,11,62%,29,2023/04/09
325,1219,,Anilasabyss,-3,11,8,58%,19,2023/04/09
326,1218,,GenObi,+4,27,16,63%,43,2023/04/10
327,1218,,Obi Wan Tap Kenobi,+1,11,5,69%,16,2023/04/12
328,1217,,Makros,-1,15,8,65%,23,2023/03/28
329,1217,,smallNhii,+1,7,3,70%,10,2023/04/13
330,1217,,Lifer,+2,21,13,62%,34,2023/04/14
331,1216,,ZRL454,+1,16,10,62%,26,2023/04/16
332,1216,,"Zoey, Cyberpunk Communist",+2,10,4,71%,14,2023/03/22
333,1215,,Major Storm,+6,19,10,66%,29,2023/04/11
334,1215,,Sticket,+3,18,12,60%,30,2023/03/31
335,1215,,Cular13,+2,30,20,60%,50,2023/04/13
336,1215,,Mando,+2,23,14,62%,37,2023/03/29
337,1215,,Jae,+2,26,12,68%,38,2023/04/14
338,1214,,zhuk0v,-3,20,14,59%,34,2023/04/16
339,1214,,Rasler63,+1,23,13,64%,36,2023/04/13
340,1214,,P-Money,+1,11,4,73%,15,2023/04/13
341,1214,,ralneck52,+1,59,50,54%,109,2023/04/16
342,1213,,fsoutomendes,+2,169,149,53%,318,2023/04/17
343,1213,,piper dawn,-2,9,5,64%,14,2023/03/30
344,1213,,longyouaak,-4,59,39,60%,98,2023/04/12
345,1213,,StatusQuoMSK,+2,10,5,67%,15,2023/03/23
346,1213,,Redhorrn,-2,17,11,61%,28,2023/03/22
347,1212,,Tung,-3,126,112,53%,238,2023/04/16
348,1211,,[EL] Senpai Ares,-1,30,21,59%,51,2023/04/16
349,1211,,Nesli,-1,11,4,73%,15,2023/04/17
350,1210,,Aerohank,+2,8,3,73%,11,2023/04/07
351,1210,,DiddlyHole,+6,19,8,70%,27,2023/04/15
352,1209,,Reakly,-1,26,13,67%,39,2023/04/15
353,1209,,VulcanHDGaming,-1,13,7,65%,20,2023/04/15
354,1209,,UAV ONLiNE,+1,11,9,55%,20,2023/04/12
355,1209,,The Whistler,+3,16,9,64%,25,2023/03/29
356,1209,,Slyzor,-1,32,28,53%,60,2023/04/03
357,1209,,Irrelephant,-6,30,24,56%,54,2023/04/03
358,1208,,101st.Airbone,-2,9,4,69%,13,2023/04/16
359,1208,,Minka1u1,+1,7,4,64%,11,2023/03/23
360,1208,,Kayaking Koala,-2,28,21,57%,49,2023/04/09
361,1207,,Trivolka,+3,32,25,56%,57,2023/04/17
362,1207,,loovus,-1,45,34,57%,79,2023/04/09
363,1207,,alienman,+1,13,7,65%,20,2023/04/17
364,1205,,Dyldog,+1,8,3,73%,11,2023/04/06
365,1205,,^1Soldat^0James,+2,20,13,61%,33,2023/04/09
366,1205,,Destroyer,+1,20,12,63%,32,2023/04/17
367,1204,,Simplify,-1,16,11,59%,27,2023/04/03
368,1204,,Spitfire,-1,20,13,61%,33,2023/03/28
369,1204,,whynot,-1,11,5,69%,16,2023/04/01
370,1203,,总维新,-2,19,12,61%,31,2023/04/05
371,1203,,Pinky```,-1,64,57,53%,121,2023/04/17
372,1203,,Luk,+3,14,10,58%,24,2023/04/01
373,1200,,BurdenedWarrior,+6,10,3,77%,13,2023/03/31
374,1200,,ReadyForDisappointment,+8,32,19,63%,51,2023/04/16
375,1200,,Lvce_Del_Dvce,+2,11,5,69%,16,2023/04/15
376,1199,,colinmeier50,+3,22,14,61%,36,2023/03/27
377,1199,,Gn_Patton,-2,67,53,56%,120,2023/04/08
378,1199,,swdertfht,+1,14,7,67%,21,2023/04/16
379,1199,,IIIIIIIIIII7,+1,7,3,70%,10,2023/03/28
380,1198,,鸡饲料锐评农场主,-1,29,25,54%,54,2023/04/16
381,1198,,Zyswen,+1,23,18,56%,41,2023/04/15
382,1198,,Amouranth,+2,7,3,70%,10,2023/04/15
383,1198,,JShreddy,+4,25,16,61%,41,2023/04/13
384,1198,,DIRTY_FISHERMAN,-2,18,12,60%,30,2023/03/30
385,1198,,Panzerfaust,+1,39,29,57%,68,2023/04/15
386,1197,,FlAyPiGg,+3,25,18,58%,43,2023/03/29
387,1197,,Mercenary90,+3,22,13,63%,35,2023/04/16
388,1197,,瓦豆魯迪開扁,-2,8,4,67%,12,2023/04/05
389,1196,,aBurningDog,+1,22,15,59%,37,2023/03/24
390,1196,,我剑也未尝不利,-1,78,66,54%,144,2023/04/12
391,1195,,......,-2,67,55,55%,122,2023/04/14
392,1195,,Wywtigerking,+1,71,57,55%,128,2023/04/16
393,1195,,-Cr4nk-,+1,16,9,64%,25,2023/04/16
394,1195,,Lick3tySplit,+3,10,5,67%,15,2023/04/09
395,1194,,Kirov,+4,40,30,57%,70,2023/03/22
396,1194,,Salt Monkey,-1,62,48,56%,110,2023/04/17
397,1193,,Gunnerside,+2,89,82,52%,171,2023/04/14
398,1193,,TomatoSoup,+3,12,6,67%,18,2023/03/24
399,1193,,Firestorm,+1,8,3,73%,11,2023/04/09
400,1191,,Vince,+3,47,38,55%,85,2023/04/09
401,1191,,Desertfox,+5,10,5,67%,15,2023/04/01
402,1191,,Wreath Noël,-1,23,18,56%,41,2023/04/08
403,1191,,76561198046408390,-2,55,43,56%,98,2023/03/25
404,1191,,Filly,-1,9,5,64%,14,2023/03/25
405,1191,,ACE_HESS,+3,251,221,53%,472,2023/04/18
406,1191,,TimFranks,+1,14,9,61%,23,2023/03/30
407,1190,,Nachosguy,+2,20,11,65%,31,2023/04/17
408,1190,,Kraut,+1,15,9,63%,24,2023/04/06
409,1190,,FocXD_YT,-1,19,14,58%,33,2023/03/23
410,1190,,iaguz,-1,9,4,69%,13,2023/03/24
411,1189,,~SB 真多~,-3,52,47,53%,99,2023/04/14
412,1189,,Hachald,+6,23,16,59%,39,2023/04/16
413,1188,,Crovax,-1,26,17,60%,43,2023/04/10
414,1188,,Trigun,-4,34,26,57%,60,2023/04/09
415,1187,,wardog,+2,10,4,71%,14,2023/04/09
416,1187,,Mintjack,-1,16,9,64%,25,2023/04/17
417,1186,,Begbie,+1,24,22,52%,46,2023/03/25
418,1186,,offmask,+8,18,10,64%,28,2023/04/10
419,1186,,Dolan,+1,9,4,69%,13,2023/04/14
420,1186,,turkey cat,+1,19,13,59%,32,2023/04/17
421,1184,,Royal Annihilator,-2,52,44,54%,96,2023/04/10
422,1184,,Iron_Sarge69,+4,46,38,55%,84,2023/04/12
423,1184,,Synthesis,+2,9,3,75%,12,2023/04/02
424,1183,,aemonespinel,-3,60,48,56%,108,2023/04/16
425,1183,,Herald of Tzeench,-1,8,4,67%,12,2023/04/07
426,1183,,Fat Nanny,+4,15,9,63%,24,2023/04/15
427,1183,,Commander_Utus,+1,7,3,70%,10,2023/04/03
428,1183,,John Paul II,-1,11,7,61%,18,2023/04/14
429,1182,,Kylen,+2,17,12,59%,29,2023/04/14
